"Species","Tissue","Cell Type","Cancer","Cell Marker","Source","Supported Sources","Details"
"Human","Eye","Stem cell","Normal","NOTCH1","Experiment","1","more details"
"Human","Eye","T cell","Normal","CD25, CD69","Experiment","1","more details"
"Human","Eye","T helper cell","Normal","CD4","Experiment","1","more details"
"Human","Eye","Cancer stem cell","Retinoblastoma","EpCAM","Experiment","1","more details"
"Human","Fetal brain","Central nervous system stem cell","Normal","CD133, CD24, CD34, CD45","Experiment","1","more details"
"Human","Fetal kidney","Endothelial cell","Normal","AQP1, KDR, PECAM1, PLVAP, SEMA3G, SLC14A1","Experiment","1","more details"
"Human","Fetal kidney","Megakaryocyte","Normal","CTSW, FYB, ITGA2B, PF4, PLEK, PPBP, RAB27B, RASGRP2, SRGN","Experiment","1","more details"
"Human","Fetal kidney","Monocyte","Normal","CD52, CD68, HLA-DRA, ITGAX, LYZ, MNDA, S100A8","Experiment","1","more details"
"Human","Fetal kidney","Natural killer T (NKT) cell","Normal","CD3D, CD52, CD7, FCGR3A, GZMB, KLRD1, TRAC","Experiment","1","more details"
"Human","Fetal liver","B cell","Normal","CD19","Experiment","1","more details"
"Human","Fetal liver","B cell","Normal","CD20, CD24","Experiment","1","more details"
"Human","Fetal liver","Endothelial precursor cell","Normal","CD133, FLK1, FLT1, TIE-2","Experiment","1","more details"
"Human","Fetal liver","Hematopoietic cell","Normal","CD117, CD123, CD14, CD34, CD45, CD90, GlycophorinA","Experiment","1","more details"
"Human","Fetal liver","Hematopoietic cell","Normal","CD31, CD34","Experiment","1","more details"
"Human","Fetal liver","Hematopoietic precursor cell","Normal","CD117, CD123, CD14, CD34, CD45, CD90, GlycophorinA","Experiment","1","more details"
"Human","Fetal liver","Hepatocyte","Normal","a-fetoprotein, Albumin, c-Met, Cytokeratin-19","Experiment","1","more details"
"Human","Fetal liver","Liver progenitor cell","Normal","NOTCH3","Experiment","1","more details"
"Human","Fetal liver","Liver stem cell","Normal","Alkaline phosphatase, CD29, HLA class I, HLA class II","Experiment","1","more details"
"Human","Fetal liver","Liver stem cell","Normal","NOTCH3","Experiment","1","more details"
"Human","Fetal liver","Liver stem cell","Normal","THY1","Experiment","1","more details"
"Human","Fetal liver","Mesenchymal stem cell","Normal","CD147, CD34, CD44, CD45, CD90, HLA-DR","Experiment","1","more details"
"Human","Fetal liver","Progenitor cell","Normal","CD146","Experiment","1","more details"
"Human","Fetal liver","Stem cell","Normal","DLK1","Experiment","1","more details"
"Human","Fetal liver","Stem cell","Normal","THY1","Experiment","1","more details"
"Human","Fetal liver","T cell","Normal","CD45, CD7","Experiment","1","more details"
"Human","Fetal pancreas","Neuroendocrine cell","Normal","Neuron-specific enolase","Experiment","1","more details"
"Human","Foreskin","Epidermal stem cell","Normal","MCSP","Experiment","1","more details"
"Human","Foreskin","Epidermal transit amplifying cell","Normal","PA-FABP","Experiment","1","more details"
"Human","Foreskin","Mesenchymal stem cell","Normal","CD105, CD34, CD44, CD73, CD90, HLA-ABC, HLA-DR","Experiment","1","more details"
"Human","Gall bladder","Cancer stem cell","Gallbladder Cancer","CD133","Experiment","1","more details"
"Human","Gastric corpus","Gastric stem cell","Normal","MIST1, RUNX1, SOX2, TROY","Experiment","1","more details"
"Human","Gastric epithelium","Zymogenic chief cell","Normal","CD13","Experiment","1","more details"
"Human","Gastric gland","Gastric stem cell","Normal","LGR5","Experiment","1","more details"
"Human","Gastric gland","Stem cell","Normal","LGR5","Experiment","1","more details"
"Human","Gastrointestinal tract","Cancer stem cell","Colorectal Cancer","CD166","Experiment","1","more details"
"Human","Gastrointestinal tract","Stem cell","Gallbladder Carcinoma","CD133","Experiment","1","more details"
"Human","Gastrointestinal tract","Stem cell","Intestinal Cancer","CD166","Experiment","1","more details"
"Human","Gastrointestinal tract","Intestinal stem cell","Normal","LGR5","Experiment","1","more details"
"Human","Gastrointestinal tract","Stem cell","Normal","BMI1","Experiment","1","more details"
"Human","Germ","Primordial germ cell","Normal","VASA","Experiment","1","more details"
"Human","Gingiva","Mesenchymal stem cell","Normal","CD105, CD166, CD29, CD44, CD49e, CD73, CD90","Experiment","1","more details"
"Human","Gonad","Germ cell","Normal","OCT4, SYCP3","Experiment","1","more details"
"Human","Gonad","Gonocyte","Normal","OCT3/4","Experiment","1","more details"
"Human","Gonad","Premeiotic germ cell","Normal","MAGE-A4","Experiment","1","more details"
"Human","Gut","Natural killer cell","Normal","NKp46","Experiment","1","more details"
"Human","Hair follicle","Dermal papilla cell","Normal","CD133","Experiment","1","more details"
"Human","Hair follicle","Embryonic stem cell","Normal","NANOG, OCT4","Experiment","1","more details"
"Human","Hair follicle","Epithelial hair follicle stem cell","Normal","CD200, Cytokeratin-15, Cytokeratin-19","Experiment","1","more details"
"Human","Hair follicle","Hair follicle cell","Normal","CD34","Experiment","1","more details"
"Human","Hair follicle","Hair follicle cell","Normal","RUNX1","Experiment","1","more details"
"Human","Hair follicle","Merkel cell","Normal","Cytokeratin-20","Experiment","1","more details"
"Human","Hair follicle","Neural crest stem cell","Normal","CD271, CD49d, HNK1","Experiment","1","more details"
"Human","Hair follicle","Stem cell","Normal","Beta-catenin, Cytokeratin-15, LGR5, LRIG1, SOX9","Experiment","1","more details"
"Human","Hair follicle","Stem cell","Normal","CD200, Cytokeratin-15, Cytokeratin-19","Experiment","1","more details"
"Human","Heart","Cardiac progenitor cell","Normal","SCA-1","Experiment","1","more details"
"Human","Heart","Cardiomyocyte","Normal","Alpha-actinin, connexin 43","Experiment","1","more details"
"Human","Heart","Cardiomyocyte","Normal","Alpha-actinin, cTnI","Experiment","1","more details"
"Human","Heart","Cardiomyocyte","Normal","Alpha-actinin","Experiment","1","more details"
"Human","Heart","Cardiomyocyte","Normal","cTnT, CX43, MYH6, SIRPA","Experiment","1","more details"
"Human","Heart","Cardiovascular progenitor cell","Normal","FLT1, FLT4, ISL1, NKX2.5","Experiment","1","more details"
"Human","Heart","Endothelial cell","Normal","VWF","Experiment","1","more details"
"Human","Heart","Multipotent progenitor cell","Normal","ISL1","Experiment","1","more details"
"Human","Heart","Semilunar valve cell","Normal","MMP-13","Experiment","1","more details"
"Human","Hippocampus","Neural stem cell","Normal","HMGB2","Experiment","1","more details"
"Human","Inferior colliculus","Neural stem cell","Normal","CD133, Nestin, SOX2","Experiment","1","more details"
"Human","Intervertebral disc","Endothelial cell","Normal","LYVE-1, Podoplanin","Experiment","1","more details"
"Human","Intervertebral disc","Macrophage","Normal","CCR7, CD163, CD206","Experiment","1","more details"
"Human","Intervertebral disc","Macrophage","Normal","CD68","Experiment","1","more details"
"Human","Intervertebral disc","Nucleus pulposus cell","Normal","FOXF1, PAX1","Experiment","1","more details"
"Human","Intervertebral disc","Schwann cell","Normal","GFAP","Experiment","1","more details"
"Human","Intervertebral disc","Schwann cell","Normal","Glial fibrillary acidic protein","Experiment","1","more details"
"Human","Intestinal crypt","Intestinal stem cell","Normal","CD166, CD24, CD44","Experiment","1","more details"
"Human","Intestine","Cancer stem cell","Colorectal Cancer","CD166","Experiment","1","more details"
"Human","Intestine","Intestinal epithelial stem cell","Normal","PHLDA1","Experiment","1","more details"
"Human","Intestine","Intestinal stem cell","Normal","DCAMKL-1","Experiment","1","more details"
"Human","Intestine","Paneth cell","Normal","IL-9","Experiment","1","more details"
"Human","Jejunum","Intestinal epithelial stem cell","Normal","CD24, CD44","Experiment","1","more details"
"Human","Kidney","EBV+ B lymphoma cell","Lymphoma","CD77","Experiment","1","more details"
"Human","Kidney","Cancer cell","Nephroblastoma","ELF3, HNF1B, PODXL, PTPRO, WT1","Experiment","1","more details"
"Human","Kidney","Cancer stem cell","Nephroblastoma","NCAM","Experiment","1","more details"
"Human","Kidney","B cell","Normal","CD19, CD40, HLA-DRA, IGHM, MS4A1","Experiment","1","more details"
"Human","Kidney","B cell","Normal","CD19","Experiment","1","more details"
"Human","Kidney","B cell","Normal","CD27","Experiment","1","more details"
"Human","Kidney","Cancer cell","Normal","Kca3.1","Experiment","1","more details"
"Human","Kidney","Cancer stem cell","Normal","CD133","Experiment","1","more details"
"Human","Kidney","CD8+ T cell","Normal","CD3D, CD3E, CD8A, IL7R, TRAC","Experiment","1","more details"
"Human","Kidney","Endothelial cell","Normal","KDR, PECAM1, PLVAP, PTPRB, VCAM1","Experiment","1","more details"
"Human","Kidney","Epithelial cell","Normal","Beta-catenin, Cytokeratin-18, E-cadherin, N-cadherin, Occludin, Vimentin, ZO-1, ZO-2","Experiment","1","more details"
"Human","Kidney","Epithelial cell","Normal","CD10, CD13","Experiment","1","more details"
"Human","Kidney","Epithelial cell","Normal","CD326","Experiment","1","more details"
"Human","Kidney","Epithelial cell","Normal","CD34, TIE-2","Experiment","1","more details"
"Human","Kidney","Epithelial cell","Normal","Claudin-1, PAX2","Experiment","1","more details"
"Human","Kidney","Epithelial cell","Normal","Cytokeratin, E-cadherin, ZO-1","Experiment","1","more details"
"Human","Kidney","Epithelial cell","Normal","MCAB51","Experiment","1","more details"
"Human","Kidney","Infiltrated mononuclear cell","Normal","CD3, CD68, Renin receptor","Experiment","1","more details"
"Human","Kidney","Mast cell","Normal","ENPP3, KIT, SLC18A2","Experiment","1","more details"
"Human","Kidney","Mesangial cell","Normal","alpha-SMA, Fibronectin, PDGFR-beta","Experiment","1","more details"
"Human","Kidney","Mesangial cell","Normal","CD34","Experiment","1","more details"
"Human","Kidney","Mesangial cell","Normal","Integrin alpha-8, PDGFR-beta","Experiment","1","more details"
"Human","Kidney","Monocyte","Normal","CD68","Experiment","1","more details"
"Human","Kidney","Natural killer cell","Normal","KIR2DL3, KLRD1, NCAM1, NKG7","Experiment","1","more details"
"Human","Kidney","Natural killer T (NKT) cell","Normal","CD3D, CD3E, FCGR3A, IL7R, KLRD1, TRAC","Experiment","1","more details"
"Human","Kidney","Nephron epithelial cell","Normal","AQP2, ATP6V0D2, AVPR2, CLCNKB, CLDN16, CLDN8, KCNJ1, KRT23, PODXL, PTPRO, SAA2, SLC12A1, SLC13A3, SLC16A9, SLC17A3, SLC22A7, SLC22A8, SLC26A4, SLC34A1, SLC4A1, SLC7A13, SLC8A1, VCAM1, WT1","Experiment","1","more details"
"Human","Kidney","Neutrophil","Normal","CXCL8, FCGR3B, MNDA","Experiment","1","more details"
"Human","Kidney","Plasmacytoid dendritic cell","Normal","CLEC4C, CXCR3, JCHAIN, NRP1","Experiment","1","more details"
"Human","Kidney","Proximal tubular cell","Normal","ECM, EMT","Experiment","1","more details"
"Human","Kidney","Proximal tubular cell","Normal","Intestinal Alkaline Phosphatase","Experiment","1","more details"
"Human","Kidney","T cell","Normal","CD28, CD3","Experiment","1","more details"
"Human","Kidney","T helper cell","Normal","CCR7, CD3D, CD3E, CD40LG, IL7R, TRAC","Experiment","1","more details"
"Human","Kidney","Urothelium cell","Normal","DHRS2, KRT5, PVRL4, S100P, TP63, UPK1B","Experiment","1","more details"
"Human","Kidney","Cancer cell","Renal Cell Carcinoma","CA9, NDUFA4L2, SLC17A3","Experiment","1","more details"
"Human","Kidney","Cancer cell","Renal Cell Carcinoma","CTR2","Experiment","1","more details"
"Human","Kidney","Cancer stem cell","Renal Cell Carcinoma","CD133","Experiment","1","more details"
"Human","Kidney","Cancer stem cell","Renal Cell Carcinoma","CXCR4","Experiment","1","more details"
"Human","Kidney","CD8+ T cell","Renal Cell Carcinoma","CCL5, CD3D, CD8A, GZMK, TRAC, TRBC2","Experiment","1","more details"
"Human","Kidney","Erythroblast","Renal Cell Carcinoma","AHSP, ALAS2, CA1, HBB, HBE1","Experiment","1","more details"
"Human","Kidney","Mast cell","Renal Cell Carcinoma","FCER1A, KIT, SLC18A2, TPSB2","Experiment","1","more details"
"Human","Kidney","Natural killer cell","Renal Cell Carcinoma","CD160, FCGR3A, KLRB1, KLRD1, NKG7, PRF1, XCL1, XCL2","Experiment","1","more details"
"Human","Kidney","Natural killer T (NKT) cell","Renal Cell Carcinoma","CD3D, CD8A, GNLY, PRF1, TRGC2","Experiment","1","more details"
"Human","Kidney","Neutrophil","Renal Cell Carcinoma","CXCL8, FCGR3B, MNDA, SELL","Experiment","1","more details"
"Human","Kidney","Plasma cell","Renal Cell Carcinoma","IGHA2, IGHG3, IGKC, JCHAIN, MZB1","Experiment","1","more details"
"Human","Kidney","Plasmacytoid dendritic cell","Renal Cell Carcinoma","CLEC4C, IRF8, JCHAIN","Experiment","1","more details"
"Human","Kidney","Regulatory T (Treg) cell","Renal Cell Carcinoma","CD3D, CTLA4, FOXP3, IL32, TNFRSF18, TRAC, TRBC2","Experiment","1","more details"
"Human","Kidney","T helper cell","Renal Cell Carcinoma","CCR6, CD3D, CD40LG, CD52, IL32, IL7R, TRAC, TRBC2","Experiment","1","more details"
"Human","Kidney","Tumor endothelial cell","Renal Cell Carcinoma","SBSN","Experiment","1","more details"
"Human","Lacrimal gland","Stem cell","Normal","ABCG2","Experiment","1","more details"
"Human","Laryngeal squamous epithelium","Epithelial stem cell","Normal","P75","Experiment","1","more details"
"Human","Larynx","Cancer stem cell","Larynx Cancer","CD133","Experiment","1","more details"
"Human","Limbal epithelium","Corneal limbal stem cell","Normal","LGR5","Experiment","1","more details"
"Human","Limbal epithelium","Limbal epithelial stem cell","Normal","CD117, CD144, CD146, CD166, CXCR4","Experiment","1","more details"
"Human","Limbal epithelium","Limbal stem cell","Normal","ABCG2, CK14, P63","Experiment","1","more details"
"Human","Limbal epithelium","Stem cell","Normal","ABCG2","Experiment","1","more details"
"Human","Liver","Cancer stem cell","Cholangiocarcinoma","CD133","Experiment","1","more details"
"Human","Liver","Cancer stem cell","Cholangiolocellular Carcinoma","CD133, CD44, EpCAM","Experiment","1","more details"
"Human","Liver","Cancer stem cell","Colorectal Cancer","Beta-catenin, CD133, CD44","Experiment","1","more details"
"Human","Liver","Migrating cancer stem cell","Colorectal Cancer","CD110, CDCP1","Experiment","1","more details"
"Human","Liver","Cancer stem cell","Hepatoblastoma","CD133, CD44, CD90","Experiment","1","more details"
"Human","Liver","Cancer stem cell","Hepatocellular Cancer","CD13, CD44, CD44v9, EpCAM","Experiment","1","more details"
"Human","Liver","Cancer stem cell","Hepatocellular Cancer","CD133, CD44, CD90, EpCAM","Experiment","1","more details"
"Human","Liver","Cancer stem cell","Hepatocellular Cancer","CD133, CD90","Experiment","1","more details"
"Human","Liver","Cancer stem cell","Hepatocellular Cancer","CD90","Experiment","1","more details"
"Human","Liver","Cancer stem cell","Hepatocellular Cancer","EpCAM","Experiment","1","more details"
"Human","Liver","Cancer stem cell","Hepatocellular Cancer","SOX9","Experiment","1","more details"
"Human","Liver","Myeloid-derived suppressor cell","Hepatocellular Cancer","CD11b, CD33","Experiment","1","more details"
